ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
CWEI,"Clayton Williams Energy, Inc.",CWEI.2Q16,2100,2110,2Q16,2016/2F,12.8,08/03/2016,3,6/30/2016,6/30/2015,12/31/2015,3/31/2016,-2.40,-2.51,-2.48,-58.24,-7.14,207.85,-8.508,27.46,-7.216,37.2,-8.742,15.41,-22.93734,141.4017,30.069935,-0.11451244,5.8134794,4.772556,4.3,4.0,4.2,48.09709745,47.84552222,38.39103521,26.4,9.4,2.07,2.36,0.7319251,468.456,232.372,146.25386,-0.310,-0.194,-0.567,-0.373,-22.823,135.588,25.297,0.09900317,0.025857184,0.005258073,0.252821061,-0.29,-29.03,-64.39,-4.217,-3.057,-68.7795951,8/2/2016,8/8/2016,7/27/2016,8/5/2015,7/6/2016,6/29/2016,5/4/2016
GRPN,"Groupon, Inc.",GRPN.2Q16,3200,3210,2Q16,2016/2F,31.8,07/28/2016,4,6/30/2016,6/30/2015,12/31/2015,3/31/2016,-0.02,-0.02,-0.03,-35.39,5.86,-18.55,0.013,3.25,0.004,3.75,-0.030,4.43,-32.43243,-15.349883,11.9403,-0.44600368,4.387927,2.3928523,9.1,9.0,6.3,12.95465668,13.19492775,13.65620314,4.4,3.8,1.81,1.88,0.65510815,3191.68,3119.51,3017.043,0.004,0.001,-0.007,-0.008,-31.986,-19.738,9.547,0.011051566,0.436263428,-0.018209351,-0.051371999,-0.06,16.51,-12.24,-18.210,-33.590,-5.471632494,7/27/2016,8/2/2016,7/21/2016,7/30/2015,6/30/2016,6/23/2016,4/28/2016
GOGO,Gogo Inc.,GOGO.2Q16,4900,4915,2Q16,2016/2F,16.4,08/04/2016,4,6/30/2016,6/30/2015,12/31/2015,3/31/2016,-0.50,-0.38,-0.34,-60.85,-52.87,-23.80,-1.293,8.39,-1.361,8.4,-1.270,10.3,-50.471695,-18.446606,0.11918545,0.6155729,6.0311317,3.4674883,16.1,16.1,16.3,36.17930144,40.44231531,31.48101189,13.5,16.2,1.50,1.50,0.75592893,408.491,500.888,586.512,-0.154,-0.162,-0.123,0.039,-51.087,-24.478,-3.348,0,-0.009578302,-0.105409738,0.149242012,0.00,60.71,19.75,33.347,47.260,43.58015232,8/3/2016,8/9/2016,7/28/2016,8/6/2015,7/7/2016,6/30/2016,5/5/2016
ENDP,Endo International Plc,ENDP.2Q16,2300,2310,2Q16,2016/2F,213.1,08/09/2016,2,6/30/2016,6/30/2015,12/31/2015,3/31/2016,0.73,0.80,0.86,-80.43,-74.53,-44.62,4.875,15.59,4.814,17.11,4.875,15.52,-79.15618,10.244846,3.3212662,3.298974,3.631568,3.3513904,3.6,1.3,0.8,6.742698785,6.790144573,2.962922643,29.4,36.2,1.63,1.59,0.48188528,2877.18,3268.71,3931.3594,0.313,0.281,0.314,0.033,-82.455,6.613,-0.030,1.867301203,3.691460437,-0.006987449,1.275691808,0.04,71.83,23.20,-8.407,-14.435,36.6393274,8/8/2016,8/12/2016,8/2/2016,8/11/2015,7/12/2016,7/5/2016,5/10/2016
AMD,"Advanced Micro Devices, Inc.",AMD.2Q16,1300,1305,2Q16,2016/2F,90.6,07/22/2016,5,6/30/2016,6/30/2015,12/31/2015,3/31/2016,-0.09,-0.08,-0.08,114.17,79.09,80.35,-0.176,5.14,-0.173,5.14,-0.225,3.99,192.21559,28.822052,-2.2813737,-1.9681871,3.5035372,4.4031143,2.0,3.8,7.7,11.12685884,12.93303596,16.50107742,3.8,3.3,1.98,2.00,0.7144345,5506,3990,4044.81,-0.034,-0.034,-0.056,-0.023,194.184,25.319,-6.684,-0.467207854,-0.735334549,-0.139656082,-0.32568895,-0.02,-25.32,-14.84,4.956,1.928,-26.53814021,7/21/2016,7/27/2016,7/15/2016,7/24/2015,6/24/2016,6/17/2016,4/22/2016
S,Sprint Corp.,S.2Q16,4900,4915,2Q16,2016/1F,58.6,07/25/2016,1,6/30/2016,6/30/2015,12/31/2015,3/31/2016,-0.08,-0.09,-0.08,-0.66,25.14,30.17,-0.245,4.53,-0.216,4.75,-0.209,3.8,35.161293,25,23.056995,-3.2729864,3.969109,3.9782166,7.9,15.0,10.7,25.88009923,27.98060614,32.17189577,3.7,3.4,2.09,2.15,0.55534184,34532,32180,32328.027,-0.054,-0.046,-0.055,-0.010,38.434,21.031,19.079,-0.470326894,-0.260782638,-0.0750701,-0.1955681,-0.05,-21.70,-7.86,-6.652,4.010,-6.382407622,7/22/2016,7/28/2016,7/18/2016,7/27/2015,6/27/2016,6/20/2016,4/25/2016
XPO,"XPO Logistics, Inc.",XPO.2Q16,4600,4615,2Q16,2016/2F,38.9,08/04/2016,4,6/30/2016,6/30/2015,12/31/2015,3/31/2016,0.24,0.19,0.22,-41.88,-3.63,-14.46,1.155,26.26,1.199,29.34,1.038,26.13,-42.27316,12.284732,11.728859,0.6155729,6.0311317,3.4674883,9.5,9.5,13.5,18.2423205,18.63134707,14.44862851,37.8,38.8,1.18,1.15,0.50581414,2356.6,7623.2,15044.546,0.044,0.041,0.040,-0.001,-42.889,6.254,8.261,0,-0.293233383,-0.020880217,0.262564159,0.04,28.71,2.86,26.961,9.480,538.4004922,8/3/2016,8/9/2016,7/28/2016,8/6/2015,7/7/2016,6/30/2016,5/5/2016
GRUB,"GrubHub, Inc.",GRUB.2Q16,3500,3550,2Q16,2016/2F,47.0,07/28/2016,4,6/30/2016,6/30/2015,12/31/2015,3/31/2016,0.19,0.19,0.18,-8.81,28.39,23.64,0.886,31.07,0.896,30.94,0.831,26.26,-1.8015146,17.821789,0.88033676,-0.44600368,4.387927,2.3928523,12.2,14.2,11.6,28.17011196,32.07317969,28.69003928,31.5,29.9,1.38,1.36,0.48327282,253.873,361.825,473.02014,0.029,0.029,0.032,0.003,-1.356,13.434,-1.513,-0.138688919,0.054576504,-0.121692572,-0.018122224,0.02,1.71,-5.05,1.270,5.682,86.32156236,7/27/2016,8/2/2016,7/21/2016,7/30/2015,6/30/2016,6/23/2016,4/28/2016
GNW,"Genworth Financial, Inc. Class A",GNW.2Q16,4800,4865,2Q16,2016/2F,25.6,08/03/2016,3,6/30/2016,6/30/2015,12/31/2015,3/31/2016,0.21,0.21,0.22,-65.92,-30.83,-5.49,0.869,2.58,0.859,2.9,0.856,3.99,-58.40708,-27.318293,9.433961,-0.11451244,5.8134794,4.772556,2.8,5.2,2.9,5.55696135,4.924528432,4.980969778,3.2,3.7,1.89,1.88,0.6009252,9565,8548,8059.456,0.337,0.296,0.214,-0.082,-58.293,-33.132,4.661,-0.450087507,-0.027441015,0.128425072,0.11563844,0.01,10.63,13.96,-1.270,-4.747,-15.74013591,8/2/2016,8/8/2016,7/27/2016,8/5/2015,7/6/2016,6/29/2016,5/4/2016
DDD,3D Systems Corporation,DDD.2Q16,1300,1315,2Q16,2016/2F,55.4,08/03/2016,3,6/30/2016,6/30/2015,12/31/2015,3/31/2016,0.07,0.06,0.07,-29.87,57.54,-11.51,0.399,13.69,0.406,13.25,0.424,14.51,12.7350445,-8.68367,2.8726697,-0.11451244,5.8134794,4.772556,7.3,8.2,7.1,26.35006827,24.8907679,23.23842664,13.9,14.1,2.15,2.11,0.58714294,653.652,666.163,663.557,0.029,0.031,0.029,-0.001,12.850,-14.497,-1.900,-0.10406146,0.027648267,0.058628178,0.133900702,0.04,4.87,1.40,20.829,-4.952,1.515332318,8/2/2016,8/8/2016,7/27/2016,8/5/2015,7/6/2016,6/29/2016,5/4/2016
