ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
LL,"Lumber Liquidators Holdings, Inc.",LL.2Q17,3500,3540,2Q17,2017/2F,35.0,08/01/2017,2,6/30/2017,6/30/2016,12/31/2016,3/31/2017,-0.01,-0.06,-0.09,62.52,59.21,19.39,-0.442,25.06,-0.338,25.41,-0.680,21.05,66.118416,20.71259,-1.3586998,12.901009,3.549409,2.4739861,8.5,5.3,6.2,24.72971787,26.77843109,26.34586543,22.0,19.1,1.91,2.08,0.53935987,978.776,960.588,1023.86,-0.018,-0.013,-0.032,-0.019,53.217,17.163,-3.833,0.582319674,0.373201682,-0.076506096,-0.061343499,-0.17,-13.42,-13.13,-88.819,-92.727,4.606161165,7/31/2017,8/4/2017,7/25/2017,8/2/2016,7/4/2017,6/27/2017,5/2/2017
RH,RH,RH.2Q17,3500,3540,2Q17,2017/2F,116.1,09/07/2017,4,6/30/2017,6/30/2016,12/31/2016,3/31/2017,0.48,0.46,0.42,124.97,110.16,39.47,2.058,64.52,2.753,46.79,2.029,49.49,58.82685,-5.455649,-20.694912,11.465836,1.2550831,-0.12232065,9.1,6.9,12.6,32.50031316,38.85225947,42.20516099,57.4,48.6,1.93,1.76,0.32732683,2109,2134.87,2432.8848,0.032,0.059,0.041,-0.018,47.361,-6.711,-20.573,0.324533845,-0.27890997,-0.163489753,-0.229944575,0.17,22.76,-15.41,3.376,12.494,15.35726885,9/6/2017,9/12/2017,8/31/2017,9/8/2016,8/10/2017,8/3/2017,6/8/2017
SGMS,Scientific Games Corporation,SGMS.2Q17,3400,3445,2Q17,2017/2F,21.3,07/24/2017,1,6/30/2017,6/30/2016,12/31/2016,3/31/2017,,-0.51,-0.53,184.00,86.43,10.36,-1.969,26.1,-1.901,25.55,-2.020,22.1,154.94817,15.610849,-4.485983,12.632048,3.3920646,0.25254488,11.7,9.9,6.6,16.33574033,17.37511577,18.81681289,24.6,21.3,1.63,1.67,0.51754916,2758.8,2883.4,3015,-0.075,-0.074,-0.091,-0.017,142.316,12.219,-4.739,0.180413145,0.769834918,-0.059819771,-0.131854027,-0.04,-3.62,-13.71,0.000,0.000,9.286646368,7/21/2017,7/27/2017,7/17/2017,7/25/2016,6/26/2017,6/19/2017,4/24/2017
STMP,Stamps.com Inc.,STMP.2Q17,3300,3320,2Q17,2017/2F,82.2,08/03/2017,4,6/30/2017,6/30/2016,12/31/2016,3/31/2017,1.64,1.64,1.64,77.16,35.09,30.86,7.618,154.875,7.662,148.8,7.434,110.1,82.471085,35.14987,-2.5540233,11.491489,3.501141,2.2191286,11.6,5.9,8.2,25.91429841,30.5987003,27.41020433,174.7,170.5,1.00,1.00,0,213.957,364.305,427.21625,0.049,0.051,0.068,0.016,70.980,31.649,-4.773,0.975124712,0.417385759,-0.153091532,-0.054574782,0.00,17.38,-2.39,-0.152,-0.152,99.67388307,8/2/2017,8/8/2017,7/27/2017,8/4/2016,7/6/2017,6/29/2017,5/4/2017
WTW,"Weight Watchers International, Inc.",WTW.2Q17,3400,3450,2Q17,2017/2F,33.7,08/04/2017,5,6/30/2017,6/30/2016,12/31/2016,3/31/2017,,0.51,0.51,187.36,191.88,114.64,1.472,33.42,1.493,37.16,1.421,21.8,221.96478,70.458725,11.190915,11.26287,2.8807163,1.9017935,6.7,6.7,5.0,14.32088192,14.88937263,16.75597077,27.3,25.0,1.80,1.83,0.4472136,1164.4,1164.9,1255.1,0.044,0.040,0.065,0.025,210.702,67.578,9.289,0,0.345969054,-0.038180971,-0.145326635,-0.03,-26.44,-8.54,0.000,0.000,7.789419443,8/3/2017,8/9/2017,7/28/2017,8/5/2016,7/7/2017,6/30/2017,5/5/2017
HTZ,"Hertz Global Holdings, Inc.",HTZ.2Q17,4800,4830,2Q17,2017/2F,84.7,08/09/2017,3,6/30/2017,6/30/2016,12/31/2016,3/31/2017,-0.17,-0.07,0.15,-74.06,-46.66,-34.44,0.164,11.5,0.174,13.07,0.351,12.48,-70.89852,4.7275662,18.49501,12.456739,2.9840112,1.6551375,2.9,3.3,7.9,39.32126581,41.78084417,24.97931692,16.2,19.6,2.10,2.00,0.7378648,10535,8803,8733.009,0.014,0.013,0.028,0.015,-83.355,1.744,16.840,-0.138777518,-0.638458442,-0.058868565,0.574152966,0.10,24.12,20.55,132.282,-212.683,-17.10480304,8/8/2017,8/14/2017,8/2/2017,8/10/2016,7/12/2017,7/5/2017,5/10/2017
YELP,Yelp Inc,YELP.2Q17,3300,3320,2Q17,2017/2F,113.6,08/04/2017,5,6/30/2017,6/30/2016,12/31/2016,3/31/2017,-0.04,-0.03,0.00,-1.12,-21.27,-8.34,0.041,30.02,0.060,33.02,0.200,35.68,-8.45725,-7.455158,9.993339,11.26287,2.8807163,1.9017935,2.5,2.5,5.0,13.55500019,11.48106738,11.90986149,31.1,41.6,1.67,1.69,0.608105,549.711,713.069,855.35925,0.001,0.002,0.006,0.004,-19.720,-10.336,8.092,0,-0.498565703,0.180639373,0.138132479,-0.02,-5.70,33.72,35.719,-2119.454,55.60162522,8/3/2017,8/9/2017,7/28/2017,8/5/2016,7/7/2017,6/30/2017,5/5/2017
ANF,Abercrombie & Fitch Co. Class A,ANF.2Q17,3500,3525,2Q17,2017/2F,42.9,08/24/2017,4,6/30/2017,6/30/2016,12/31/2016,3/31/2017,-0.34,-0.33,-0.31,-30.15,3.67,4.27,-0.222,12.44,-0.211,9.49,-0.214,14.05,-56.473705,-32.455517,-1.3513505,13.929176,0.34952164,-2.0908594,6.3,6.1,6.3,26.4643065,28.36467772,22.49992694,11.2,12.5,2.25,2.28,0.5490634,3518.68,3326.74,3267.8513,-0.018,-0.022,-0.015,0.007,-70.403,-32.805,0.740,0.038894737,0.007552127,-0.066997808,0.176195219,-0.02,18.17,11.17,3.654,10.127,-7.128488524,8/23/2017,8/29/2017,8/17/2017,8/25/2016,7/27/2017,7/20/2017,5/25/2017
GES,"Guess?, Inc.",GES.2Q17,2400,2440,2Q17,2017/2F,15.3,08/24/2017,4,6/30/2017,6/30/2016,12/31/2016,3/31/2017,0.10,0.10,0.10,-15.08,5.62,14.62,0.476,12.78,0.501,12.68,0.433,11.41,-29.450554,11.130595,-1.0148346,13.929176,0.34952164,-2.0908594,10.7,10.5,10.5,18.81217693,19.76656679,18.25359332,12.7,12.0,1.86,1.88,0.37796447,2204.31,2209.36,2288.01,0.037,0.040,0.038,-0.002,-43.380,10.781,1.076,0.018924538,0.020601641,-0.048283037,0.030601296,-0.02,0.16,-5.77,2.041,1.695,3.797106578,8/23/2017,8/29/2017,8/17/2017,8/25/2016,7/27/2017,7/20/2017,5/25/2017
DSW,DSW Inc. Class A,DSW.2Q17,3500,3525,2Q17,2017/2F,35.1,08/22/2017,2,6/30/2017,6/30/2016,12/31/2016,3/31/2017,0.29,0.29,0.29,-16.43,-21.85,-14.41,1.467,17.7,1.476,16.08,1.463,16.21,-32.15521,-0.8019686,-3.8277507,13.412809,2.4668574,-0.114899874,6.5,6.9,5.3,13.91183467,12.73456055,14.15182291,18.1,18.0,1.83,1.94,0.5232681,2620.24,2711.44,2796.5278,0.083,0.092,0.090,-0.002,-45.568,-3.269,-3.713,-0.06078279,0.215851976,0.092447172,-0.016958115,-0.10,12.83,-0.58,1.108,-0.531,6.727925686,8/21/2017,8/25/2017,8/15/2017,8/23/2016,7/25/2017,7/18/2017,5/23/2017
