ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
TTD,"Trade Desk, Inc. Class A",TTD.1Q18,3200,3210,1Q18,2018/1F,50.5,05/11/2018,5,3/31/2018,3/31/2017,9/30/2017,12/31/2017,0.10,0.10,0.11,33.21,-19.33,8.51,1.812,49.62,1.834,49.43,1.742,42.8,0.7514477,15.490651,3.670299,11.067999,1.9824624,2.2801995,17.0,8.4,9.6,26.89969692,26.00798889,25.78033139,67.1,62.8,1.05,1.13,0.15075567,202.926,308.217,403.9941,0.037,0.037,0.041,0.004,-10.317,13.508,1.390,1.029608469,0.782209836,0.034285928,0.043419361,-0.08,35.73,-6.47,-3.782,-7.166,99.08444458,5/10/2018,5/16/2018,5/4/2018,5/12/2017,4/13/2018,4/6/2018,2/9/2018
OPK,"OPKO Health, Inc.",OPK.1Q18,2300,2320,1Q18,2018/1F,20.1,05/09/2018,3,3/31/2018,3/31/2017,9/30/2017,12/31/2017,-0.13,-0.13,-0.06,-60.38,-53.79,-35.31,-0.451,3.17,-0.434,3.13,-0.131,4.14,-55.857143,-24.396128,-1.2618303,10.024428,-1.3862848,-0.2742052,20.2,12.5,9.2,20.26604369,19.63517683,16.39652319,11.9,12.8,1.50,1.33,0.83666,1221.7,1067.5,1036.3167,-0.142,-0.139,-0.032,0.107,-65.882,-23.010,-0.988,0.612862977,1.210183476,0.032129421,0.235996404,0.17,280.19,7.14,1.563,116.667,-15.17420807,5/8/2018,5/14/2018,5/2/2018,5/10/2017,4/11/2018,4/4/2018,2/7/2018
CONN,"Conn's, Inc.",CONN.1Q18,3500,3535,1Q18,2018/1F,12.3,06/07/2018,4,3/31/2018,3/31/2017,9/30/2017,12/31/2017,0.27,0.27,0.35,288.57,20.78,-4.36,2.543,34,2.381,23.15,2.498,32.8,30.649353,-29.420734,-7.768929,11.891329,-0.8442104,3.0544162,9.3,9.6,15.3,19.97282405,22.58361487,22.44655786,38.5,39.0,1.25,1.25,0.5,1596.84,1516.03,1564.125,0.075,0.103,0.076,-0.027,18.758,-28.577,-10.823,-0.035259665,-0.392374664,-0.115605533,-0.110205486,0.00,66.31,1.30,-1.852,-25.000,-2.048733749,6/6/2018,6/12/2018,5/31/2018,6/8/2017,5/10/2018,5/3/2018,3/8/2018
GOOS,"Canada Goose Holdings, Inc.",GOOS.1Q18,2400,2440,1Q18,2017/4F,38.0,06/15/2018,5,3/31/2018,3/31/2017,9/30/2017,12/31/2017,-0.06,-0.06,-0.07,109.40,62.63,5.89,0.683,33.42,0.703,43.23,0.679,34.74,99.3674,24.438679,16.711664,11.633265,1.3289809,2.0738125,3.6,4.4,4.2,7.182830529,8.085647676,7.338720205,37.9,36.3,1.35,1.35,0.62532043,,298.762,418.183,0.020,0.016,0.020,0.003,87.734,23.110,14.638,-0.183513632,-0.128239893,-0.111656751,-0.021242079,0.00,-12.39,-4.20,-7.774,-12.118,,6/14/2018,6/20/2018,6/8/2018,6/16/2017,5/18/2018,5/11/2018,3/16/2018
RH,RH,RH.1Q18,3500,3540,1Q18,2018/1F,100.1,06/12/2018,2,3/31/2018,3/31/2017,9/30/2017,12/31/2017,1.01,1.01,0.59,105.97,35.49,10.52,5.976,95.28,6.115,105.94,5.650,75.98,92.07048,39.431427,4.6321034,11.034929,-0.22560954,2.9934525,10.4,12.2,8.6,35.62420819,36.14646218,40.94520954,106.3,109.6,1.70,1.74,0.49403557,2134.87,2440.17,2550.669,0.063,0.058,0.074,0.017,81.036,39.657,1.639,-0.148096688,0.214670126,-0.014448274,-0.129954185,-0.04,0.34,3.06,-0.321,72.076,19.47654892,6/11/2018,6/15/2018,6/5/2018,6/13/2017,5/15/2018,5/8/2018,3/13/2018
SMCI,"Super Micro Computer, Inc.",SMCI.1Q18,1300,1352,1Q18,2018/3F,10.5,05/04/2018,5,3/31/2018,3/31/2017,9/30/2017,12/31/2017,0.28,0.36,0.36,-32.94,-23.08,-18.76,2.098,17,2.147,18.1,2.007,20.6,-31.611574,-12.135923,6.470585,8.459557,-3.0626893,1.0971069,12.0,12.0,8.7,17.06056704,16.90802475,15.15416592,27.3,28.8,1.80,1.80,0.4472136,2215.57,2529.91,3040.6667,0.123,0.119,0.097,-0.021,-40.071,-9.073,5.373,0,0.383663047,0.009021887,0.125800465,0.00,50.55,5.50,-22.222,-22.222,37.24083193,5/3/2018,5/9/2018,4/27/2018,5/5/2017,4/6/2018,3/30/2018,2/2/2018
P,"Pandora Media, Inc.",P.1Q18,3300,3320,1Q18,2018/1F,51.9,05/04/2018,5,3/31/2018,3/31/2017,9/30/2017,12/31/2017,-0.37,-0.39,-0.25,-57.41,-34.68,4.36,-0.506,5.03,-0.469,5.47,-0.355,5.08,-55.337082,7.6771617,8.747506,8.459557,-3.0626893,1.0971069,7.6,7.6,5.7,29.46624069,30.58948418,23.46049238,6.4,7.7,1.68,1.70,0.4946807,1384.82,1466.81,1507.7748,-0.101,-0.086,-0.070,0.016,-63.797,10.740,7.650,0,0.33727315,-0.036719922,0.255994129,-0.02,16.86,19.75,-4.262,48.713,8.878756806,5/3/2018,5/9/2018,4/27/2018,5/5/2017,4/6/2018,3/30/2018,2/2/2018
ARCB,ArcBest Corporation,ARCB.1Q18,4600,4615,1Q18,2018/1F,11.4,05/11/2018,5,3/31/2018,3/31/2017,9/30/2017,12/31/2017,-0.09,-0.08,-0.09,23.27,-4.19,-10.35,2.449,32.05,2.430,33.8,2.354,32.45,82.76834,4.1602373,5.790293,11.067999,1.9824624,2.2801995,3.1,4.0,2.1,3.081827113,4.444387933,2.317345837,36.8,35.6,1.96,2.04,0.14433756,2700.21,2826.45,2992.1677,0.076,0.072,0.073,0.001,71.700,2.178,3.510,-0.222634296,0.500114093,-0.306580083,0.329895203,-0.08,8.73,-3.25,4.383,-3.709,10.81240718,5/10/2018,5/16/2018,5/4/2018,5/12/2017,4/13/2018,4/6/2018,2/9/2018
THC,Tenet Healthcare Corporation,THC.1Q18,3350,3360,1Q18,2018/1F,50.1,05/01/2018,2,3/31/2018,3/31/2017,9/30/2017,12/31/2017,0.00,-0.05,0.11,36.93,47.60,59.96,1.095,24.25,1.169,23.92,1.098,19.61,28.61737,21.97858,0.1675129,9.183812,-6.2752905,0.9824395,9.0,8.5,14.9,18.79040227,21.72774294,29.76537429,24.3,18.1,1.85,1.88,0.5642881,19621,19179,18061.744,0.045,0.049,0.056,0.007,19.434,28.254,-0.815,0.06455884,-0.397908547,-0.135188486,-0.368716077,-0.02,1.73,-25.66,-98.674,-100.597,-7.946873248,4/30/2018,5/4/2018,4/24/2018,5/2/2017,4/3/2018,3/27/2018,1/30/2018
FTR,Frontier Communications Corporation Class B,FTR.1Q18,4900,4910,1Q18,2018/1F,24.6,05/02/2018,3,3/31/2018,3/31/2017,9/30/2017,12/31/2017,-0.86,-0.90,-1.02,-76.88,-37.07,9.76,-2.092,7.42,-2.021,8.52,-2.559,8.19,-67.3706,4.0293097,17.679573,10.609257,-6.137812,1.4004707,10.9,7.1,12.5,40.8589665,41.73918826,41.96604554,8.3,11.7,2.29,2.17,0.50183487,8896,9128,8588.688,-0.282,-0.237,-0.312,-0.075,-77.980,10.167,16.279,0.536615834,-0.128244626,-0.021088617,-0.026380352,0.13,-2.39,41.08,-4.613,-16.143,-3.454496403,5/1/2018,5/7/2018,4/25/2018,5/3/2017,4/4/2018,3/28/2018,1/31/2018
