ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
SVU,SUPERVALU INC.,SVU.2Q18,3500,3505,2Q18,2018/1F,22.5,07/26/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.41,0.61,0.63,-10.90,-5.00,34.73,1.950,20.52,1.954,21.43,1.977,16.53,-17.956907,29.64307,2.9298782,9.995329,5.3782463,1.9154787,10.2,10.7,8.4,28.63780595,25.05803772,27.95059468,21.8,20.2,2.00,2.00,0.6324555,14971,14157,15711.386,0.095,0.091,0.120,0.028,-27.952,24.265,1.014,-0.042752397,0.208159855,0.142859081,0.024586642,0.00,1.49,-7.18,-31.753,-33.927,4.945467905,7/25/2018,7/31/2018,7/19/2018,7/27/2017,6/28/2018,6/21/2018,4/26/2018
AOBC,American Outdoor Brands Corporation,AOBC.2Q18,1300,1330,2Q18,2018/1F,13.4,08/31/2018,5,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.14,0.12,-0.01,-45.71,-6.31,16.57,0.535,12.03,0.566,9.65,0.585,12.46,-42.55448,-22.552168,2.00845,15.004969,5.1136494,2.1413922,3.1,1.3,4.7,3.957637508,4.985502797,8.384393556,15.1,12.8,1.29,1.14,0.48795003,903.188,606.85,597.02856,0.045,0.059,0.047,-0.012,-57.559,-27.666,-0.133,1.435340844,-0.337635389,-0.206170838,-0.527975699,0.14,56.30,-14.92,18.310,-2900.000,-33.89764257,8/30/2018,9/5/2018,8/24/2018,9/1/2017,8/3/2018,7/27/2018,6/1/2018
TTD,"Trade Desk, Inc. Class A",TTD.2Q18,3200,3210,2Q18,2018/2F,91.0,08/10/2018,5,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.43,0.44,0.44,87.19,105.12,89.04,2.179,93.8,2.228,86.87,2.126,75.61,72.892555,14.892208,-7.585102,15.203989,4.144025,2.6707768,5.3,4.9,17.0,12.17182724,14.69706763,26.89969692,88.2,78.8,1.38,1.04,0.6440285,202.926,308.217,437.56036,0.023,0.026,0.028,0.002,57.689,10.748,-10.256,0.072745052,-0.689861887,-0.171819335,-0.547510618,0.33,1.49,-10.59,-1.326,-2.341,115.6255778,8/9/2018,8/15/2018,8/3/2018,8/11/2017,7/13/2018,7/6/2018,5/11/2018
WIFI,"Boingo Wireless, Inc.",WIFI.2Q18,3300,3308,2Q18,2018/2F,10.2,08/02/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.14,-0.14,-0.13,51.00,0.40,-8.80,-0.370,22.59,-0.364,22.81,-0.394,22.39,58.54305,1.8758416,2.7014852,11.198378,7.9377294,4.3001413,7.4,5.5,6.9,7.581254543,7.527479982,5.061154997,30.7,30.6,1.00,1.00,0,159.344,204.369,234.7945,-0.016,-0.016,-0.018,-0.002,47.345,-6.062,-1.599,0.346679883,0.066181182,0.007143767,0.497929731,0.00,34.67,-0.31,-4.331,3.846,47.35070037,8/1/2018,8/7/2018,7/26/2018,8/3/2017,7/5/2018,6/28/2018,5/3/2018
SODA,SodaStream International Ltd.,SODA.2Q18,1400,1425,2Q18,2018/2F,20.2,08/01/2018,3,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.68,0.73,0.74,59.38,21.27,-7.11,3.867,85.3,3.880,87.5,3.719,86.65,56.626953,0.9809613,4.3032527,9.982861,7.9098463,5.1374674,2.2,1.9,1.5,1.919151824,2.161131615,1.622735958,99.8,97.3,1.50,1.50,0.57735026,476.065,543.371,625.95,0.045,0.044,0.043,-0.001,46.644,-6.929,-0.834,0.168762235,0.432405293,-0.111969021,0.182664262,0.00,14.00,-2.51,-6.849,-8.418,31.48414607,7/31/2018,8/6/2018,7/25/2018,8/2/2017,7/4/2018,6/27/2018,5/2/2018
TNDM,"Tandem Diabetes Care, Inc.",TNDM.2Q18,2300,2325,2Q18,2018/2F,32.2,07/31/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.34,-0.34,-0.35,175.25,833.05,343.95,-1.279,22.02,-1.208,26.51,-1.511,7.79,463.84616,240.30809,12.140441,9.933031,6.301117,3.316331,1.2,1.0,1.3,11.51948575,6.563522995,4.770985811,24.3,8.6,1.25,1.58,0.41833,88.5,107.601,141.5546,-0.058,-0.046,-0.194,-0.148,453.913,234.007,8.824,0.182705224,-0.019674655,0.755076619,1.41448753,-0.33,-8.53,-64.60,-1.073,-3.113,59.94870056,7/30/2018,8/3/2018,7/24/2018,8/1/2017,7/3/2018,6/26/2018,5/1/2018
DDD,3D Systems Corporation,DDD.2Q18,1300,1315,2Q18,2018/2F,31.3,08/08/2018,3,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.02,0.01,0.01,-26.15,59.84,19.15,0.125,13.81,0.135,12.73,0.114,12.02,16.13406,5.9068084,-8.941346,12.643778,4.2678833,3.452468,14.5,14.4,23.4,28.93402955,29.5958836,31.95809963,10.2,10.0,2.25,2.17,0.5801194,632.965,646.069,676.652,0.009,0.011,0.010,-0.001,3.490,1.639,-12.394,0.005573784,-0.38043098,-0.022363044,-0.094626092,0.08,-20.14,-1.64,125.947,125.947,6.901961404,8/7/2018,8/13/2018,8/1/2018,8/9/2017,7/11/2018,7/4/2018,5/9/2018
DXCM,"DexCom, Inc.",DXCM.2Q18,2300,2325,2Q18,2018/2F,91.6,08/02/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.18,-0.18,-0.19,29.84,65.50,28.07,-0.358,94.98,-0.319,101.98,-0.413,83.81,37.856937,21.679996,8.178639,11.198378,7.9377294,4.3001413,8.1,15.7,14.7,9.485327871,10.21445702,14.44791111,97.8,80.3,1.60,1.58,0.7519815,573.3,718.5,862.2035,-0.004,-0.003,-0.005,-0.002,26.659,13.742,3.878,-0.481331603,-0.44667895,-0.071382076,-0.34348102,0.02,-4.08,-17.90,1.764,-1.870,50.39307518,8/1/2018,8/7/2018,7/26/2018,8/3/2017,7/5/2018,6/28/2018,5/3/2018
HDP,"Hortonworks, Inc.",HDP.2Q18,3300,3308,2Q18,2018/2F,21.4,08/08/2018,3,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-0.22,-0.23,-0.23,41.46,-9.40,-10.55,-0.693,18.22,-0.662,17.29,-0.737,18.055,28.437292,-4.23705,-7.1428537,12.643778,4.2678833,3.452468,10.4,4.7,4.8,10.48045638,13.70717405,6.15427428,23.9,23.5,1.42,1.53,0.60024506,184.461,261.81,330.5077,-0.038,-0.038,-0.041,-0.002,15.794,-8.505,-10.595,1.209262534,1.166758257,-0.235403568,0.702955686,-0.11,38.47,-1.84,-2.282,-1.750,79.17483913,8/7/2018,8/13/2018,8/1/2018,8/9/2017,7/11/2018,7/4/2018,5/9/2018
MTCH,"Match Group, Inc.",MTCH.2Q18,3300,3320,2Q18,2018/2F,120.4,08/08/2018,3,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.33,0.34,0.34,122.90,23.73,-12.83,1.450,38.74,1.472,36.97,1.426,36.85,103.03838,0.32565594,-4.1979733,12.643778,4.2678833,3.452468,14.1,11.5,20.1,49.76932249,50.6548223,53.14190115,43.0,42.3,1.56,1.59,0.5123475,1222.52,1330.7,1690.7712,0.037,0.040,0.039,-0.001,90.395,-3.942,-7.650,0.230723232,-0.297181357,-0.017481056,-0.063463643,-0.03,16.31,-1.55,-3.740,-4.402,38.30213003,8/7/2018,8/13/2018,8/1/2018,8/9/2017,7/11/2018,7/4/2018,5/9/2018
MNK,Mallinckrodt Plc,MNK.2Q18,2300,2310,2Q18,2018/2F,49.9,08/07/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,1.51,1.49,1.52,-58.36,-17.29,28.87,6.578,18.66,6.681,23.45,6.427,12.33,-45.06415,90.18655,23.032534,13.33859,5.353892,3.5725713,13.0,9.3,14.1,32.82850916,41.50840456,39.08314939,21.0,19.9,1.85,1.81,0.51554775,3606,3221.6,2471.1755,0.353,0.285,0.521,0.236,-58.403,84.833,19.460,0.399729639,-0.080466753,-0.209111757,-0.160034192,0.04,-10.45,-5.03,1.185,-0.842,-31.47045202,8/6/2018,8/10/2018,7/31/2018,8/8/2017,7/10/2018,7/3/2018,5/8/2018
CATM,Cardtronics plc Class A,CATM.2Q18,3200,3205,2Q18,2018/2F,13.3,08/03/2018,5,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.42,0.38,0.38,-26.42,30.56,8.38,1.646,24.18,1.653,24.91,1.627,28.51,-1.9731939,-12.627149,3.019023,11.911011,5.8009505,3.481412,12.2,12.2,16.4,12.53138791,13.09632441,13.15465693,30.0,28.0,1.67,1.69,0.5163978,1265.36,1507.59,1289.7,0.068,0.066,0.057,-0.009,-13.884,-18.428,-0.462,0,-0.25730847,-0.043137027,-0.047380104,-0.02,20.43,-6.67,8.143,8.143,1.923563255,8/2/2018,8/8/2018,7/27/2018,8/4/2017,7/6/2018,6/29/2018,5/4/2018
ICPT,"Intercept Pharmaceuticals, Inc.",ICPT.2Q18,2300,2310,2Q18,2018/2F,55.6,08/02/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-2.89,-2.87,-3.14,-30.69,43.63,36.39,-10.030,83.91,-9.749,91.22,-11.272,68.1,-18.022621,33.950077,14.167714,11.198378,7.9377294,4.3001413,6.1,9.2,7.6,24.62184523,25.29388836,25.23165185,110.4,115.4,1.61,1.58,0.63142127,24.951,130.956,178.92677,-0.120,-0.107,-0.166,-0.059,-29.221,26.012,9.868,-0.334134734,-0.196118659,-0.026569388,-0.024168319,0.03,21.07,4.53,0.701,-7.836,617.1126207,8/1/2018,8/7/2018,7/26/2018,8/3/2017,7/5/2018,6/28/2018,5/3/2018
PAYC,"Paycom Software, Inc.",PAYC.2Q18,3300,3310,2Q18,2018/2F,89.3,08/01/2018,3,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.47,0.49,0.48,44.47,23.03,-7.97,2.782,98.83,2.818,112.61,2.685,104.38,47.805023,7.8846574,15.770542,9.982861,7.9098463,5.1374674,5.0,11.0,9.5,13.55984824,15.52058916,13.42202296,114.4,114.1,1.47,1.47,0.49895725,329.141,433.047,547.8353,0.028,0.025,0.026,0.001,37.822,-0.025,10.633,-0.546533744,-0.479453119,-0.126331604,0.010268593,0.00,1.57,-0.27,-3.138,-2.842,66.44395563,7/31/2018,8/6/2018,7/25/2018,8/2/2017,7/4/2018,6/27/2018,5/2/2018
TSLA,Tesla Inc,TSLA.2Q18,1400,1405,2Q18,2018/2F,"2,689.1",08/02/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,-2.83,-2.71,-2.61,-5.16,10.15,28.87,-2.333,342.95,-1.629,306.65,-3.629,284.45,-10.9279995,7.804525,-12.368191,11.198378,7.9377294,4.3001413,3.9,6.3,7.3,27.40392489,29.41082177,31.03726707,301.6,303.9,2.04,1.96,0.77360296,7000.13,11758.7,19435.383,-0.007,-0.005,-0.013,-0.007,-22.126,-0.133,-16.668,-0.380515363,-0.465899596,-0.068236681,-0.117063857,0.08,-1.64,0.77,4.432,8.243,177.6431723,8/1/2018,8/7/2018,7/26/2018,8/3/2017,7/5/2018,6/28/2018,5/3/2018
MEDP,"Medpace Holdings, Inc.",MEDP.2Q18,3200,3205,2Q18,2018/2F,12.9,07/31/2018,2,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.44,0.42,0.43,48.28,18.59,23.17,2.030,43,2.061,48.36,1.978,38.19,47.912453,26.630009,11.4799385,9.933031,6.301117,3.316331,2.7,2.7,4.7,4.53970509,6.045757899,5.794829398,42.8,39.0,1.86,1.86,0.37796447,370.621,386.462,646.897,0.047,0.043,0.052,0.009,37.979,20.329,8.164,-0.001113535,-0.429822223,-0.249109017,-0.216593832,0.00,-11.60,-8.77,5.010,2.210,74.54407602,7/30/2018,8/3/2018,7/24/2018,8/1/2017,7/3/2018,6/26/2018,5/1/2018
INT,World Fuel Services Corporation,INT.2Q18,3250,3255,2Q18,2018/2F,23.4,07/27/2018,5,6/30/2018,6/30/2017,12/31/2017,3/31/2018,,0.45,0.45,-46.92,-27.47,-16.86,2.146,20.41,2.166,21.5,2.087,21.97,-40.5303,-2.1392763,-4.993367,10.243392,5.1547527,1.6034484,2.6,2.7,4.1,7.132851492,3.929748651,5.728159657,32.5,32.5,1.88,1.88,0.6291529,27015.8,33695.5,38012.9,0.105,0.101,0.095,-0.006,-50.774,-7.294,-6.597,-0.029661764,-0.350666728,0.815091021,0.245225678,0.00,51.16,0.00,0.000,0.000,40.70617935,7/26/2018,8/1/2018,7/20/2018,7/28/2017,6/29/2018,6/22/2018,4/27/2018
YELP,Yelp Inc,YELP.2Q18,3300,3320,2Q18,2018/2F,65.6,08/09/2018,4,6/30/2018,6/30/2017,12/31/2017,3/31/2018,0.00,0.01,0.06,30.51,-6.63,-6.16,0.380,39.18,0.416,37.72,0.342,47.75,-0.5130708,-21.005232,-5.699998,15.242374,3.8732648,3.09875,4.0,4.0,8.3,8.750061208,7.113372179,8.550568906,49.5,47.0,1.61,1.65,0.62532043,713.069,846.813,960.80725,0.010,0.011,0.007,-0.004,-15.755,-24.878,-8.799,0.0226518,-0.514833197,0.230086236,0.023330881,-0.03,31.35,-5.18,-100.000,-100.000,34.74253543,8/8/2018,8/14/2018,8/2/2018,8/10/2017,7/12/2018,7/5/2018,5/10/2018
