ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
AMD,"Advanced Micro Devices, Inc.",AMD.1Q16,1300,1305,1Q16,2016/1F,32.9,04/22/2016,5,3/31/2016,3/31/2015,9/30/2015,12/31/2015,-0.13,-0.13,-0.12,6.34,65.70,-0.70,-0.303,2.85,-0.312,2.7,-0.322,2.02,21.304344,33.66337,-7.8498306,-4.3093324,9.555328,1.6042233,7.7,13.9,7.6,16.50107742,21.01273385,20.80450093,2.4,2.3,2.10,2.10,0.57288915,5506,3990,3789.644,-0.106,-0.116,-0.160,-0.044,25.614,24.108,-9.454,-0.44438289,0.019402563,-0.214710587,-0.2068506,0.01,-11.11,-4.25,2.407,3.965,-31.1724664,4/21/2016,4/27/2016,4/15/2016,4/24/2015,3/25/2016,3/18/2016,1/22/2016
GNW,"Genworth Financial, Inc. Class A",GNW.1Q16,4800,4865,1Q16,2016/1F,23.7,04/29/2016,5,3/31/2016,3/31/2015,9/30/2015,12/31/2015,0.14,0.21,0.24,-62.65,-40.91,-26.81,0.876,2.73,0.821,2.99,0.970,2.78,-69.6567,7.553959,11.985016,-1.9050121,8.220506,2.9405475,3.5,3.5,2.9,5.413409437,5.565048091,4.684961758,3.7,5.5,1.88,1.88,0.5276449,9565,8548,8639.983,0.321,0.275,0.349,0.074,-67.752,-0.667,9.044,-0.023250239,0.187538201,-0.0272484,0.155486366,0.00,23.33,49.91,-34.380,-43.692,-9.670852065,4/28/2016,5/4/2016,4/22/2016,5/1/2015,4/1/2016,3/25/2016,1/29/2016
DXC,DXC Technology Co.,DXC.1Q16,3300,3305,1Q16,2015/4F,49.2,05/25/2016,3,3/31/2016,3/31/2015,9/30/2015,12/31/2015,0.66,0.68,0.67,25.04,32.99,5.23,2.767,29.745426,2.861,29.56379,2.736,24.036797,15.129089,22.993887,3.1381965,-1.4876842,6.3458204,-2.6439607,3.9,4.8,2.4,3.539295308,3.848105913,3.601394155,29.0,28.6,1.86,1.78,0.33455658,12998,12173,7091.8,0.093,0.097,0.114,0.017,16.617,16.648,5.782,-0.188837614,0.615094837,-0.080250028,-0.017243002,0.08,-1.89,-1.36,-2.803,-1.919,-45.43929835,5/24/2016,5/30/2016,5/18/2016,5/27/2015,4/27/2016,4/20/2016,2/24/2016
JOY,Joy Global Inc.,JOY.1Q16,1200,1220,1Q16,2016/2F,56.1,06/02/2016,4,3/31/2016,3/31/2015,9/30/2015,12/31/2015,-0.02,-0.01,0.02,-58.98,7.64,27.44,0.272,16.07,0.315,16.92,0.269,16.09,-51.63128,5.158484,-20.037806,-2.4699569,4.9952626,0.66599846,4.2,6.6,6.5,15.82224894,20.0737775,20.32311191,18.1,14.3,1.84,1.92,0.5852627,3778.31,3172.14,2481.128,0.017,0.019,0.017,-0.002,-49.161,0.163,-20.704,-0.36338931,-0.353275395,-0.211795142,-0.221465246,-0.08,7.20,-21.03,226.229,-189.346,-34.33233377,6/1/2016,6/7/2016,5/26/2016,6/4/2015,5/5/2016,4/28/2016,3/3/2016
SWN,Southwestern Energy Company,SWN.1Q16,2100,2105,1Q16,2016/1F,163.8,04/22/2016,5,3/31/2016,3/31/2015,9/30/2015,12/31/2015,-0.21,-0.18,-0.14,-65.20,-36.41,13.50,-0.347,8.07,-0.355,10.49,-0.420,8.77,-71.37316,19.6123,32.28247,-4.3093324,9.555328,1.6042233,6.0,4.0,4.3,23.08032356,24.03960901,24.25257105,8.8,10.9,2.09,1.78,0.5905764,4038,3133,2238.108,-0.043,-0.034,-0.048,-0.014,-67.064,10.057,30.678,0.512604257,0.386151404,-0.03990437,-0.048334978,0.30,-15.97,23.68,18.113,54.031,-44.57384844,4/21/2016,4/27/2016,4/15/2016,4/24/2015,3/25/2016,3/18/2016,1/22/2016
EPE,EP Energy Corp. Class A,EPE.1Q16,2100,2105,1Q16,2016/1F,11.7,05/05/2016,4,3/31/2016,3/31/2015,9/30/2015,12/31/2015,0.04,-0.06,-0.08,-56.87,-12.23,3.20,-0.324,4.52,-0.008,4.86,-0.273,3.59,-73.035324,35.37605,7.52213,-2.583015,8.79656,0.8732915,4.0,4.0,7.4,39.39003634,49.14109608,49.0926915,3.9,5.3,2.17,1.77,0.4887189,2163.5454,2032.6777,1520.7295,-0.072,-0.002,-0.076,-0.074,-70.452,26.579,6.649,0,-0.45865488,-0.198429838,-0.197639503,0.40,-18.92,33.81,-157.891,-147.121,-29.71122769,5/4/2016,5/10/2016,4/28/2016,5/7/2015,4/7/2016,3/31/2016,2/4/2016
BGS,"B&G Foods, Inc.",BGS.1Q16,2400,2405,1Q16,2016/1F,23.8,04/29/2016,5,3/31/2016,3/31/2015,9/30/2015,12/31/2015,0.51,0.51,0.51,18.28,-4.50,-0.60,2.023,34.81,2.015,32.65,2.109,36.42,13.9382,-10.351449,-3.20189,-1.9050121,8.220506,2.9405475,7.1,6.1,10.9,10.29356043,9.580681298,9.049427257,39.3,38.6,1.78,1.67,0.44095856,848.017,966.358,1408.1675,0.058,0.062,0.058,-0.004,15.843,-18.572,-6.142,0.164126075,-0.350145448,0.074407979,0.13748198,0.11,20.21,-1.59,-0.560,-0.560,66.05415929,4/28/2016,5/4/2016,4/22/2016,5/1/2015,4/1/2016,3/25/2016,1/29/2016
SNCR,"Synchronoss Technologies, Inc.",SNCR.1Q16,3300,3320,1Q16,2016/1F,17.1,05/06/2016,5,3/31/2016,3/31/2015,9/30/2015,12/31/2015,0.45,0.46,0.46,-31.86,-1.40,-8.20,2.485,32.34,2.526,31.07,2.385,24.28,-29.989075,27.965403,-3.6290407,-3.5196245,10.318745,-0.24423003,9.9,6.6,15.6,6.994233629,6.637744449,14.9598981,50.8,52.6,1.13,1.14,0.35355338,457.314,578.831,664.063,0.077,0.081,0.098,0.017,-26.469,17.647,-3.385,0.49131503,-0.366119371,0.053706373,-0.53246783,-0.02,63.61,3.48,-1.907,-1.254,45.20941847,5/5/2016,5/11/2016,4/29/2016,5/8/2015,4/8/2016,4/1/2016,2/5/2016
ATW,"Atwood Oceanics, Inc.",ATW.1Q16,3100,3105,1Q16,2016/2F,38.4,05/06/2016,5,3/31/2016,3/31/2015,9/30/2015,12/31/2015,1.58,1.59,1.54,-67.38,-38.08,-10.36,1.858,9.17,1.462,9.66,2.631,7.01,-76.885,37.80314,14.049578,-3.5196245,10.318745,-0.24423003,4.4,5.5,4.2,35.98896521,39.22267123,37.58686761,8.6,9.0,2.01,1.87,0.6569592,1173.95,1395.85,1048.7814,0.203,0.151,0.375,0.224,-73.365,27.484,14.294,-0.212695277,0.043364166,-0.082444819,-0.042512252,0.15,-11.29,4.72,-0.738,2.691,-10.66217471,5/5/2016,5/11/2016,4/29/2016,5/8/2015,4/8/2016,4/1/2016,2/5/2016
NGL,NGL Energy Partners LP,NGL.1Q16,3100,3130,1Q16,2015/4F,15.3,05/27/2016,5,3/31/2016,3/31/2015,9/30/2015,12/31/2015,0.51,0.48,0.53,-71.33,-62.34,-31.88,0.425,7.52,0.928,13.92,0.358,7.97,-57.485027,74.65496,4.42611,-2.1887958,5.6049943,-1.9081533,0.9,1.2,1.9,2.177217889,2.769721527,3.886757407,15.3,9.4,1.67,1.65,0.70710677,9699.27,16802,12024.843,0.057,0.067,0.045,-0.022,-55.296,69.050,6.334,-0.211079573,-0.519284964,-0.213921736,-0.439836949,0.02,10.15,-38.98,5.173,-4.257,23.97678382,5/26/2016,6/1/2016,5/20/2016,5/29/2015,4/29/2016,4/22/2016,2/26/2016
