ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
ESIO,"Electro Scientific Industries, Inc.",ESIO.3Q18,1300,1355,3Q18,2018/2F,13.4,10/30/2018,2,9/30/2018,9/30/2017,3/31/2018,6/30/2018,0.57,0.57,0.51,25.36,-9.73,10.65,2.479,17.45,2.482,15.11,2.247,18.03,-4.918945,-16.195238,-14.001137,13.196874,-3.177178,-6.352079,15.4,10.9,14.4,20.23554482,20.08792619,21.1677437,32.8,32.3,1.00,1.00,0,161.023,367.884,336.6,0.142,0.164,0.125,-0.040,-18.116,-13.018,-7.649,0.406488802,0.064227859,0.007348625,-0.044038651,0.00,116.74,-1.53,-0.877,11.881,109.0384603,10/29/2018,11/2/2018,10/23/2018,10/31/2017,10/2/2018,9/25/2018,7/31/2018
FIT,"Fitbit, Inc. Class A",FIT.3Q18,1400,1445,3Q18,2018/3F,30.6,11/01/2018,4,9/30/2018,9/30/2017,3/31/2018,6/30/2018,-0.01,-0.01,-0.01,-23.13,4.90,-18.07,-0.263,5.35,-0.252,4.67,-0.277,5.45,-16.247904,-14.311922,-15.855855,12.223959,-4.8366127,-7.450247,7.2,7.4,8.7,20.83419445,18.41235773,19.0526321,6.5,6.4,1.85,1.94,0.7183492,2169.46,1615.51,1495.185,-0.049,-0.054,-0.051,0.003,-28.472,-9.475,-8.406,-0.024193498,-0.166017739,0.131533221,0.093507413,-0.09,38.59,-1.82,-5.741,10.273,-31.08031492,10/31/2018,11/6/2018,10/25/2018,11/2/2017,10/4/2018,9/27/2018,8/2/2018
UAA,"Under Armour, Inc. Class A",UAA.3Q18,2400,2440,3Q18,2018/3F,92.3,10/30/2018,2,9/30/2018,9/30/2017,3/31/2018,6/30/2018,0.12,0.12,0.13,28.76,29.79,-5.60,0.276,21.22,0.286,18.53,0.249,19.97,61.421715,-7.2108088,-9.344423,13.196874,-3.177178,-6.352079,6.9,11.1,9.2,21.07011863,20.91035992,27.29417825,19.2,18.9,2.06,2.11,0.6068393,4828.18,4976.55,5173.834,0.013,0.015,0.012,-0.003,48.225,-4.034,-2.992,-0.383208472,-0.252698593,0.007640171,-0.228036161,-0.06,3.65,-1.54,-0.682,-5.535,7.159095146,10/29/2018,11/2/2018,10/23/2018,10/31/2017,10/2/2018,9/25/2018,7/31/2018
CATM,Cardtronics plc Class A,CATM.3Q18,3200,3205,3Q18,2018/3F,15.9,11/02/2018,5,9/30/2018,9/30/2017,3/31/2018,6/30/2018,0.41,0.43,0.43,37.51,41.82,30.85,1.849,31.64,1.861,26.66,1.833,30.2,84.95727,-11.721855,-15.739566,11.266446,-6.816566,-9.024614,7.8,7.8,17.5,12.65703581,12.72472741,12.35093071,37.3,31.3,1.67,1.67,0.5163978,1265.36,1507.59,1315,0.058,0.070,0.061,-0.009,73.691,-4.905,-6.715,0,-0.55490611,-0.00531969,0.024783971,0.00,40.04,-16.07,-3.502,-3.502,3.922994247,11/1/2018,11/7/2018,10/26/2018,11/3/2017,10/5/2018,9/28/2018,8/3/2018
CTB,Cooper Tire & Rubber Company,CTB.3Q18,1400,1410,3Q18,2018/3F,17.0,10/29/2018,1,9/30/2018,9/30/2017,3/31/2018,6/30/2018,0.46,0.45,0.64,-24.33,-3.41,7.60,2.222,28.3,2.354,24.97,2.448,28.15,-12.018633,-11.296624,-14.778155,13.474142,-2.0807981,-5.912739,20.2,19.0,14.6,21.34479548,19.8151994,19.08876825,32.2,33.5,1.86,1.50,0.8997354,2924.86,2854.65,2841.2334,0.079,0.094,0.087,-0.007,-25.493,-9.216,-8.865,0.061134307,0.380154381,0.077193071,0.118186109,0.36,28.95,4.04,3.237,-27.734,-2.859165909,10/26/2018,11/1/2018,10/22/2018,10/30/2017,10/1/2018,9/24/2018,7/30/2018
FND,"Floor & Decor Holdings, Inc. Class A",FND.3Q18,3500,3530,3Q18,2018/3F,55.9,11/01/2018,4,9/30/2018,9/30/2017,3/31/2018,6/30/2018,0.23,0.22,0.22,-22.50,-42.11,-38.84,1.142,30.17,1.149,26.4,1.108,39.53,-23.987293,-33.21528,-14.0625,12.223959,-4.8366127,-7.450247,3.7,6.4,9.7,9.252029798,8.27009531,7.25525428,44.9,46.7,1.36,1.63,0.47914,1050.7858,1384.76,1712.82,0.038,0.044,0.028,-0.015,-36.211,-28.379,-6.612,-0.413388971,-0.613980909,0.118733153,0.275217855,-0.27,70.23,3.95,0.490,1.121,63.0037254,10/31/2018,11/6/2018,10/25/2018,11/2/2017,10/4/2018,9/27/2018,8/2/2018
DBD,Diebold Nixdorf Incorporated,DBD.3Q18,1300,1315,3Q18,2018/3F,19.4,10/31/2018,3,9/30/2018,9/30/2017,3/31/2018,6/30/2018,-0.14,-0.08,-0.07,-80.31,-70.78,-62.34,0.060,4.5,-0.187,3.63,0.133,7.05,-76.75676,-48.51064,-20.21978,13.210022,-6.064433,-8.898383,12.2,7.8,12.0,26.75778525,22.01637116,20.61625191,5.1,7.7,2.17,2.00,0.4082483,3316.3,4609.3,4497.125,0.013,-0.051,0.019,0.070,-89.967,-42.446,-11.321,0.551099761,0.016358714,0.215358565,0.297897667,0.17,40.96,49.84,73.077,82.432,35.60670024,10/30/2018,11/5/2018,10/24/2018,11/1/2017,10/3/2018,9/26/2018,8/1/2018
BEAT,"BioTelemetry, Inc.",BEAT.3Q18,2300,2325,3Q18,2018/3F,22.3,10/31/2018,3,9/30/2018,9/30/2017,3/31/2018,6/30/2018,0.31,0.32,0.31,95.30,107.57,43.22,1.578,64.45,1.587,50.1,1.528,52.95,113.68792,-5.3824425,-18.403912,13.210022,-6.064433,-8.898383,5.5,8.9,5.6,7.199733766,7.921662003,8.841005714,70.8,63.8,1.08,1.08,0.20412415,208.332,286.776,393.9378,0.024,0.032,0.029,-0.003,100.478,0.682,-9.506,-0.382770785,-0.013183065,-0.091133431,-0.185643127,0.00,41.38,-9.88,-3.125,-0.740,89.09135418,10/30/2018,11/5/2018,10/24/2018,11/1/2017,10/3/2018,9/26/2018,8/1/2018
TREE,"LendingTree, Inc.",TREE.3Q18,4800,4830,3Q18,2018/3F,42.9,11/01/2018,4,9/30/2018,9/30/2017,3/31/2018,6/30/2018,1.30,1.26,1.24,-5.87,-29.88,7.62,5.897,230.1,5.662,211.93,6.114,250.35,-21.141893,-15.346521,-6.577039,12.223959,-4.8366127,-7.450247,14.5,21.3,8.9,30.37232573,30.23617324,31.54671917,301.0,302.7,1.54,1.54,0.6602253,384.402,617.736,755.0081,0.026,0.027,0.024,-0.002,-33.366,-10.510,0.873,-0.321164944,0.629571204,0.004502967,-0.037227118,0.00,42.03,0.55,3.526,4.916,96.41107486,10/31/2018,11/6/2018,10/25/2018,11/2/2017,10/4/2018,9/27/2018,8/2/2018
LCI,"Lannett Company, Inc.",LCI.3Q18,2300,2305,3Q18,2019/1F,14.9,11/08/2018,4,9/30/2018,9/30/2017,3/31/2018,6/30/2018,0.43,0.39,0.73,-74.25,-70.40,-65.07,1.750,4.75,1.638,3.98,2.725,13.65,-84.170044,-70.84249,-19.10569,5.4187536,-4.344636,-5.607194,14.5,9.7,30.8,64.63202334,60.091468,55.61860688,7.0,22.8,2.00,1.64,0,633.341,684.563,591.756,0.368,0.411,0.200,-0.212,-89.589,-66.498,-13.498,0.493730229,-0.530095291,0.075560732,0.162057573,0.36,75.88,226.19,10.256,-41.096,-6.565973149,11/7/2018,11/13/2018,11/1/2018,11/9/2017,10/11/2018,10/4/2018,8/9/2018
