ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp
PIR,"Pier 1 Imports, Inc.",PIR.4Q16,3500,3540,4Q16,2016/3F,15.9,12/15/2016,46.5,0.13,0.22,0.09,2.0,4,12/14/2016,12/20/2016,46.5,0.9,45.6,1,12/8/2016,0.15,0.08,0.07,1.235
CYH,"Community Health Systems, Inc.",CYH.4Q16,3350,3360,4Q16,2016/4F,40.3,02/21/2017,33.6,0.13,0.46,0.33,1.8,2,2/20/2017,2/24/2017,33.6,0.6,33.0,20,2/14/2017,0.41,-0.30,0.71,0.470
AMD,"Advanced Micro Devices, Inc.",AMD.4Q16,1300,1305,4Q16,2016/4F,400.2,02/01/2017,31.4,-0.01,-0.01,0.00,3.1,3,1/31/2017,2/6/2017,31.4,0.6,30.8,20,1/25/2017,0.03,-0.03,0.06,0.062
ATI,Allegheny Technologies Incorporated,ATI.4Q16,1100,1105,4Q16,2016/4F,38.7,01/24/2017,28.5,-0.11,-0.04,0.07,-0.5,2,1/23/2017,1/27/2017,28.5,1.3,27.2,8,1/17/2017,-0.05,-0.16,0.11,0.670
OLED,Universal Display Corporation,OLED.4Q16,1300,1310,4Q16,2016/4F,32.3,02/24/2017,26.8,0.42,0.55,0.13,8.7,5,2/23/2017,3/1/2017,26.8,1.4,25.4,6,2/17/2017,0.48,0.35,0.13,0.974
CLF,Cleveland-Cliffs Inc,CLF.4Q16,1100,1105,4Q16,2016/4F,99.4,02/09/2017,26.4,0.23,0.42,0.19,12.2,4,2/8/2017,2/14/2017,26.4,1.9,24.5,8,2/2/2017,0.36,0.01,0.35,0.539
GRPN,"Groupon, Inc.",GRPN.4Q16,3200,3210,4Q16,2016/4F,56.1,02/15/2017,25.4,0.03,0.07,0.04,2.4,3,2/14/2017,2/20/2017,23.3,0.5,22.7,18,2/8/2017,0.06,-0.03,0.09,0.498
INFN,Infinera Corporation,INFN.4Q16,1300,1320,4Q16,2016/4F,16.2,02/10/2017,25.0,-0.13,-0.12,0.01,3.1,5,2/9/2017,2/15/2017,25.0,1.8,23.2,16,2/3/2017,-0.11,-0.15,0.04,0.224
KND,"Kindred Healthcare, Inc.",KND.4Q16,3350,3360,4Q16,2016/4F,11.1,02/28/2017,24.8,0.05,0.08,0.03,1.1,2,2/27/2017,3/3/2017,24.8,0.4,24.4,9,2/21/2017,0.10,-0.03,0.13,0.241
FRED,"Fred's, Inc. Class A",FRED.4Q16,3500,3520,4Q16,2016/4F,12.2,04/06/2017,24.5,-0.18,-0.60,-0.42,-0.2,4,4/5/2017,4/11/2017,24.5,0.2,24.3,6,3/30/2017,-0.13,-0.24,0.11,-3.860
WIX,Wix.com Ltd.,WIX.4Q16,3300,3320,4Q16,2016/4F,14.8,02/15/2017,23.8,0.03,0.06,0.03,3.1,3,2/14/2017,2/20/2017,20.6,0.5,20.0,12,2/8/2017,0.08,0.00,0.08,0.365
GCP,"GCP Applied Technologies, Inc.",GCP.4Q16,2200,2240,4Q16,2016/4F,12.2,03/02/2017,23.3,0.31,0.29,-0.02,-0.2,4,3/1/2017,3/7/2017,23.3,-1.3,24.6,4,2/23/2017,0.33,0.29,0.04,-0.500
WTW,"Weight Watchers International, Inc.",WTW.4Q16,3400,3450,4Q16,2016/4F,13.2,03/01/2017,23.3,0.19,0.20,0.01,-1.8,3,2/28/2017,3/6/2017,23.3,0.4,22.9,4,2/22/2017,0.20,0.17,0.03,0.373
LITE,"Lumentum Holdings, Inc.",LITE.4Q16,1300,1320,4Q16,2017/2F,38.2,02/08/2017,23.3,0.53,0.57,0.04,-0.7,3,2/7/2017,2/13/2017,23.3,1.6,21.7,14,2/1/2017,0.53,0.49,0.04,0.965
BCO,Brink's Company,BCO.4Q16,3200,3205,4Q16,2016/4F,14.5,02/08/2017,22.5,0.72,0.87,0.15,4.4,3,2/7/2017,2/13/2017,22.5,1.6,20.9,2,2/1/2017,0.73,0.71,0.02,9.195
GBX,"Greenbrier Companies, Inc.",GBX.4Q16,1200,1220,4Q16,2017/1F,17.7,01/06/2017,21.2,0.83,0.79,-0.04,11.7,5,1/5/2017,1/11/2017,21.2,0.3,21.0,9,12/30/2016,0.96,0.53,0.43,-0.088
FTK,"Flotek Industries, Inc.",FTK.4Q16,3100,3110,4Q16,2016/4F,14.1,02/09/2017,21.2,-0.04,0.07,0.11,-9.5,4,2/8/2017,2/14/2017,21.2,1.9,19.3,3,2/2/2017,-0.03,-0.04,0.01,10.667
KATE,Kate Spade & Co,KATE.4Q16,3500,3525,4Q16,2016/4F,57.8,02/16/2017,21.2,0.34,0.41,0.07,-0.2,4,2/15/2017,2/21/2017,20.3,0.7,19.6,19,2/9/2017,0.40,0.32,0.08,0.827
BID,Sotheby's,BID.4Q16,3400,3450,4Q16,2016/4F,21.5,02/27/2017,21.1,1.17,1.35,0.18,14.8,1,2/24/2017,3/2/2017,21.1,0.6,20.5,4,2/20/2017,1.20,1.14,0.06,2.967
CSX,CSX Corporation,CSX.4Q16,4600,4620,4Q16,2016/4F,291.3,01/18/2017,20.7,0.50,0.49,-0.01,5.4,3,1/17/2017,1/23/2017,20.7,-0.1,20.9,27,1/11/2017,0.55,0.46,0.09,-0.112
COHR,"Coherent, Inc.",COHR.4Q16,1300,1315,4Q16,2017/1F,24.9,02/08/2017,20.5,1.81,2.57,0.76,9.4,3,2/7/2017,2/13/2017,20.5,1.6,18.9,5,2/1/2017,1.85,1.72,0.13,5.846
STX,Seagate Technology PLC,STX.4Q16,1300,1345,4Q16,2017/2F,163.7,01/25/2017,19.9,1.11,1.38,0.27,2.3,3,1/24/2017,1/30/2017,19.9,-0.1,20.0,30,1/18/2017,1.25,0.98,0.27,0.989
